kepoi_name,koi_disposition,koi_pdisposition,koi_score,koi_period,koi_period_err2,koi_time0bk,koi_time0bk_err2,koi_impact,koi_impact_err2,koi_duration,koi_duration_err2,koi_depth,koi_prad_err1,koi_teq,koi_insol,koi_model_snr,koi_tce_plnt_num,koi_steff,koi_slogg,koi_srad,koi_srad_err2,ra,dec,koi_kepmag,koi_prad
K00859.01,FALSE POSITIVE,FALSE POSITIVE,0.0,10.44331991,-2.287e-05,175.4046,-0.00185,0.23,-0.23,2.743,-0.505,1159.8,0.2,667.0,46.94,51.7,1.0,4947.0,4.516,0.802,-0.081,286.24356,42.148811,15.546,2.66
K00861.01,CONFIRMED,CANDIDATE,1.0,2.237489571,-5.022e-06,170.81914,-0.00173,0.128,-0.127,1.8119,-0.0554,315.8,0.13,1160.0,427.17,30.7,1.0,5265.0,4.58,0.81,-0.029,290.00757,42.116459,15.001,1.41
K00863.01,CONFIRMED,CANDIDATE,1.0,3.167893418,-3.869e-06,172.147959,-0.000988,0.026,-0.026,2.1814,-0.0324,781.2,0.78,1221.0,526.23,64.8,1.0,5895.0,4.503,0.94,-0.094,293.81647,42.212502,15.533,2.62
K00864.01,CONFIRMED,CANDIDATE,1.0,4.311780262,-4.342e-06,173.576483,-0.000848,0.196,-0.196,2.7251,-0.0314,1154.0,0.39,1038.0,274.84,86.1,1.0,5527.0,4.484,0.927,-0.062,287.24268,42.301369,15.604,3.11
K00864.02,CONFIRMED,CANDIDATE,1.0,20.0504494,-8.826e-05,188.08821,-0.0031,0.383,-0.383,4.556,-0.0986,840.9,0.33,622.0,35.44,37.8,2.0,5527.0,4.484,0.927,-0.062,287.24268,42.301369,15.604,2.69
K00864.03,CONFIRMED,CANDIDATE,1.0,9.76734503,-3.052e-05,186.57718,-0.00239,0.9,-0.633,1.6585,-0.0777,569.1,0.33,791.0,92.46,21.1,3.0,5527.0,4.484,0.927,-0.062,287.24268,42.301369,15.604,2.67
K00866.01,FALSE POSITIVE,FALSE POSITIVE,0.0,2.861159894,-3.059e-06,171.648106,-0.00088,0.965,-0.043,1.8832,-0.0878,1014.3,1.38,1355.0,797.1,58.3,1.0,6126.0,4.458,1.021,-0.108,291.67172,42.343109,15.618,4.37
K00880.01,CONFIRMED,CANDIDATE,1.0,26.44439337,-3.65e-05,194.12074,-0.00108,0.03,-0.03,3.9783,-0.0417,1843.5,0.43,562.0,23.54,88.0,2.0,5427.0,4.463,0.929,-0.069,292.87338,42.966141,15.158,3.91
K00880.03,CONFIRMED,CANDIDATE,1.0,5.902245782,-7.373e-06,136.78393,-0.00101,0.209,-0.209,2.9003,-0.0317,702.3,0.27,926.0,173.74,59.3,3.0,5427.0,4.463,0.929,-0.069,292.87338,42.966141,15.158,2.43
K00880.04,CONFIRMED,CANDIDATE,1.0,2.382951591,-2.808e-06,135.080841,-0.000981,0.479,-0.311,1.8876,-0.0297,391.6,0.21,1253.0,583.01,41.4,4.0,5427.0,4.463,0.929,-0.069,292.87338,42.966141,15.158,1.86
K00881.01,CONFIRMED,CANDIDATE,1.0,21.02250608,-4.091e-05,207.67593,-0.00148,0.036,-0.036,4.1072,-0.0538,1772.5,0.21,521.0,17.48,62.4,1.0,5067.0,4.585,0.75,-0.033,294.90973,42.935261,15.859,3.07
K00869.04,CONFIRMED,CANDIDATE,1.0,3.219814777,-5.531e-06,133.00406,-0.00134,0.06,-0.06,2.0642,-0.0392,488.2,0.11,998.0,234.93,30.5,3.0,5103.0,4.562,0.787,-0.039,291.63898,42.436321,15.599,1.69
K00870.01,CONFIRMED,CANDIDATE,1.0,5.912273234,-7.039e-06,172.184012,-0.00094,0.17,-0.17,2.3254,-0.0296,961.4,0.09,585.0,27.72,62.8,1.0,4072.0,4.696,0.57,-0.032,292.13702,42.42942,15.036,1.73
K00870.02,CONFIRMED,CANDIDATE,1.0,8.98581901,-1.437e-05,175.68418,-0.0012,0.008,-0.008,2.8606,-0.0413,881.3,0.09,509.0,15.9,51.8,2.0,4072.0,4.696,0.57,-0.032,292.13702,42.42942,15.036,1.65
K00120.01,FALSE POSITIVE,FALSE POSITIVE,0.573,20.5452375,-0.0001428,137.91394,-0.00358,0.95,-0.668,2.517,-0.0947,218.5,0.56,742.0,71.57,18.5,1.0,5670.0,4.206,1.264,-0.328,294.40192,50.172089,12.003,2.41
K00872.02,CONFIRMED,CANDIDATE,1.0,6.76652928,-1.577e-05,138.0637,-0.00189,0.429,-0.429,2.9004,-0.0546,450.7,0.09,845.0,120.48,29.2,2.0,5149.0,4.447,0.93,-0.055,289.26874,42.604172,15.262,1.97
K00873.01,CONFIRMED,CANDIDATE,1.0,4.347288783,-8.512e-06,172.23343,-0.00157,0.025,-0.025,2.1024,-0.0502,451.6,0.39,1174.0,449.79,39.7,1.0,5754.0,4.345,1.122,-0.138,291.96417,42.69614,15.024,2.36
K00874.01,CONFIRMED,CANDIDATE,1.0,4.601811819,-6.168e-06,169.98108,-0.00105,0.567,-0.448,2.2607,-0.0367,755.9,0.09,896.0,152.91,60.8,1.0,4986.0,4.496,0.833,-0.064,296.48343,42.663429,15.024,2.35
K00874.02,CONFIRMED,CANDIDATE,0.997,11.18719905,-5.331e-05,137.17814,-0.00416,0.387,-0.387,3.252,-0.122,353.6,0.06,667.0,46.65,21.9,2.0,4986.0,4.496,0.833,-0.064,296.48343,42.663429,15.024,1.55
K00875.01,CONFIRMED,CANDIDATE,1.0,4.220965778,-2.584e-06,170.622433,-0.000491,0.705,-0.311,3.0854,-0.0645,2260.0,0.58,595.0,29.68,157.8,1.0,3837.0,4.747,0.517,-0.114,296.69394,42.62611,15.692,2.62
K00877.01,CONFIRMED,CANDIDATE,1.0,5.95489993,-5.482e-06,170.955871,-0.000734,0.327,-0.327,2.3892,-0.0281,1410.7,0.1,635.0,38.52,87.2,1.0,4261.0,4.641,0.633,-0.029,293.63696,42.82497,15.019,2.33
K00877.02,CONFIRMED,CANDIDATE,1.0,12.03987488,-1.825e-05,181.22536,-0.00117,0.286,-0.286,2.7363,-0.0411,1250.6,0.09,502.0,15.06,57.6,2.0,4261.0,4.641,0.633,-0.029,293.63696,42.82497,15.019,2.18
K00877.03,CONFIRMED,CANDIDATE,0.998,20.83762895,-9.65e-05,132.08488,-0.00391,0.706,-0.505,2.3734,-0.0987,439.0,0.06,418.0,7.24,14.9,3.0,4261.0,4.641,0.633,-0.029,293.63696,42.82497,15.019,1.42
K00878.01,CONFIRMED,CANDIDATE,1.0,23.58917143,-5.786e-05,173.81994,-0.00194,0.926,-0.538,5.073,-0.325,1200.7,0.3,487.0,13.34,53.3,1.0,4919.0,4.566,0.721,-0.075,297.46002,42.83992,15.316,3.16
K00123.01,CONFIRMED,CANDIDATE,1.0,6.481633073,-6.004e-06,122.977657,-0.000755,0.833,-0.576,3.784,-0.0339,298.5,0.11,1145.0,406.25,125.6,1.0,5945.0,4.213,1.302,-0.058,290.39273,40.28487,12.365,2.54
K00892.01,CONFIRMED,CANDIDATE,1.0,10.37168928,-1.477e-05,172.61729,-0.00117,0.537,-0.478,3.035,-0.0456,1254.9,0.18,720.0,63.68,64.5,1.0,5121.0,4.457,0.888,-0.077,290.39322,43.363899,15.193,3.2
K00892.02,CONFIRMED,CANDIDATE,1.0,3.96996298,-1.395e-05,137.75447,-0.0031,0.836,-0.602,1.1757,-0.097,299.2,0.09,992.0,229.37,15.0,2.0,5121.0,4.457,0.888,-0.077,290.39322,43.363899,15.193,1.78
K00893.01,CONFIRMED,CANDIDATE,1.0,4.40841331,-1.408e-05,172.18582,-0.00262,0.899,-0.655,5.012,-0.106,549.4,0.79,1139.0,398.0,45.1,1.0,6007.0,4.457,0.961,-0.122,292.96555,43.34639,15.662,2.66
K00894.01,FALSE POSITIVE,FALSE POSITIVE,0.0,7.9426176,-2.419e-05,174.52563,-0.00258,0.942,-0.008,6.703,-0.173,1590.7,1.46,878.0,140.57,60.4,1.0,5811.0,4.521,0.926,-0.096,299.00143,43.399632,15.26,4.68
K00881.02,CONFIRMED,CANDIDATE,1.0,226.8904775,-0.0009057,207.35971,-0.00362,0.731,-0.492,7.558,-0.193,3136.4,0.32,236.0,0.73,46.8,2.0,5067.0,4.585,0.75,-0.033,294.90973,42.935261,15.859,4.53
K00884.01,CONFIRMED,CANDIDATE,1.0,9.439459486,-4.991e-06,177.186096,-0.000418,0.049,-0.049,2.8979,-0.0188,3036.1,0.5,686.0,52.32,175.2,1.0,5097.0,4.597,0.779,-0.053,288.64252,43.039291,15.067,4.16
K00122.01,CONFIRMED,CANDIDATE,1.0,11.523067458,-9.452e-06,131.969055,-0.0007,0.0,0.0,3.8757,-0.0209,507.3,0.2,927.0,174.81,142.0,1.0,5644.0,4.162,1.411,-0.073,284.48245,44.398041,12.346,3.13
K00884.02,CONFIRMED,CANDIDATE,0.0,20.47748843,-3.126e-05,178.66786,-0.00103,0.497,-0.44,2.8364,-0.0419,1382.4,0.35,530.0,18.65,52.7,2.0,5097.0,4.597,0.779,-0.053,288.64252,43.039291,15.067,2.92
K00884.03,CONFIRMED,CANDIDATE,1.0,3.336123113,-4.359e-06,135.31623,-0.00109,0.252,-0.252,1.9616,-0.0333,516.3,0.2,970.0,209.79,41.6,3.0,5097.0,4.597,0.779,-0.053,288.64252,43.039291,15.067,1.74
K00886.01,CONFIRMED,CANDIDATE,1.0,8.01078456,-1.061e-05,170.20739,-0.00106,0.192,-0.192,2.312,-0.0336,1333.6,0.13,453.0,9.9,48.5,1.0,3713.0,4.779,0.47,-0.054,294.77393,43.056301,15.847,1.72
K00886.02,CONFIRMED,CANDIDATE,1.0,12.07134205,-4.21e-05,143.45948,-0.00287,0.014,-0.014,4.3224,-0.0983,759.2,0.1,395.0,5.74,31.0,2.0,3713.0,4.779,0.47,-0.054,294.77393,43.056301,15.847,1.29
K00886.03,CONFIRMED,CANDIDATE,0.986,20.99587872,-7.662e-05,152.31554,-0.00305,0.228,-0.228,2.6333,-0.0866,767.3,0.1,328.0,2.74,18.2,3.0,3713.0,4.779,0.47,-0.054,294.77393,43.056301,15.847,1.3
K00887.01,CONFIRMED,CANDIDATE,1.0,7.41113177,-1.357e-05,175.34754,-0.00147,0.712,-0.477,2.5242,-0.0492,620.5,0.77,905.0,158.11,50.4,1.0,5849.0,4.517,0.919,-0.096,295.65149,43.029831,15.031,2.45
K00888.01,FALSE POSITIVE,FALSE POSITIVE,0.0,1.000747038,-2.91e-07,169.974229,-0.000225,0.908,-0.635,0.9967,-0.0388,1823.5,0.75,1620.0,1635.2,147.4,1.0,5472.0,4.499,0.79,-0.108,297.97513,43.164909,15.419,4.14
K00891.01,CONFIRMED,CANDIDATE,1.0,10.00653012,-2.001e-05,176.96898,-0.00152,0.862,-0.586,5.344,-0.114,936.1,1.11,876.0,139.21,71.9,1.0,6063.0,4.47,1.001,-0.106,283.63077,43.379398,15.063,3.52
K00901.01,CANDIDATE,CANDIDATE,1.0,12.732624065,-4.397e-06,176.939054,-0.000273,0.811,-0.033,2.2083,-0.0432,6465.7,0.97,432.0,8.22,210.5,1.0,3950.0,4.721,0.541,-0.107,285.16748,43.876339,15.75,4.87
K00902.01,CANDIDATE,CANDIDATE,0.966,83.92494032,-7.999e-05,236.76334,-0.000718,0.658,-0.052,6.7904,-0.0748,7958.7,0.34,226.0,0.62,182.1,1.0,3960.0,4.746,0.509,-0.05,287.85239,43.897991,15.754,4.78
K00904.01,CONFIRMED,CANDIDATE,1.0,2.211116989,-2.691e-06,170.150139,-0.000969,0.69,-0.509,1.6485,-0.0297,724.2,0.13,931.0,177.19,42.6,1.0,4500.0,4.656,0.646,-0.02,285.16833,44.026459,15.791,1.85
K00904.02,CONFIRMED,CANDIDATE,0.997,27.9541337,-0.0001727,178.73791,-0.00397,0.063,-0.063,3.95,-0.138,942.5,0.13,400.0,6.04,25.4,3.0,4500.0,4.656,0.646,-0.02,285.16833,44.026459,15.791,1.9
K00124.01,CONFIRMED,CANDIDATE,0.415,12.69104387,-2.298e-05,137.12594,-0.00149,0.008,-0.007,3.7727,-0.0452,252.1,0.4,1008.0,244.3,60.2,1.0,5869.0,4.024,1.626,-0.413,292.92914,48.60281,12.935,2.57
K00896.01,CONFIRMED,CANDIDATE,1.0,16.23947096,-1.575e-05,175.569907,-0.000771,0.043,-0.043,4.0374,-0.0345,2590.7,0.38,598.0,30.14,123.8,1.0,5191.0,4.564,0.837,-0.03,293.0614,43.58136,15.258,4.14
K00896.02,CONFIRMED,CANDIDATE,1.0,6.308201629,-7.031e-06,174.047661,-0.000883,0.03,-0.03,2.9785,-0.0323,1328.5,0.28,819.0,106.44,86.2,2.0,5191.0,4.564,0.837,-0.03,293.0614,43.58136,15.258,2.96
K00898.01,CONFIRMED,CANDIDATE,1.0,9.7704486,-1.455e-05,175.71372,-0.00118,0.09,-0.09,2.4517,-0.0443,1897.8,0.14,460.0,10.59,58.0,1.0,3906.0,4.73,0.509,-0.046,282.23251,43.66563,15.777,2.23
K00898.02,CONFIRMED,CANDIDATE,1.0,5.169804269,-9.036e-06,172.63153,-0.00134,0.351,-0.351,2.153,-0.0493,1037.4,0.11,569.0,24.75,41.4,2.0,3906.0,4.73,0.509,-0.046,282.23251,43.66563,15.777,1.66
K00123.02,CONFIRMED,CANDIDATE,1.0,21.22261195,-2.908e-05,137.57403,-0.00113,0.02,-0.02,6.5093,-0.042,366.0,0.11,771.0,83.56,114.9,2.0,5945.0,4.213,1.302,-0.058,290.39273,40.28487,12.365,2.48
K00898.03,CONFIRMED,CANDIDATE,1.0,20.09017037,-6.63e-05,147.97788,-0.00275,0.886,-0.638,4.154,-0.154,1432.1,0.14,362.0,4.05,36.9,3.0,3906.0,4.73,0.509,-0.046,282.23251,43.66563,15.777,2.25
K00899.01,CONFIRMED,CANDIDATE,0.999,7.11373257,-1.275e-05,174.32351,-0.00143,0.334,-0.334,2.1764,-0.0496,807.6,0.13,429.0,8.01,44.4,1.0,3561.0,4.855,0.411,-0.06,296.98505,43.65852,15.234,1.16
K00899.02,CONFIRMED,CANDIDATE,0.999,3.306551643,-6.4e-06,134.37211,-0.00159,0.001,-0.001,1.8177,-0.0485,509.2,0.1,554.0,22.19,37.8,2.0,3561.0,4.855,0.411,-0.06,296.98505,43.65852,15.234,0.91
K00899.03,CONFIRMED,CANDIDATE,0.998,15.36845737,-4.067e-05,147.38965,-0.00229,0.115,-0.115,2.4714,-0.069,756.1,0.12,332.0,2.86,30.9,3.0,3561.0,4.855,0.411,-0.06,296.98505,43.65852,15.234,1.11
K00900.01,CONFIRMED,CANDIDATE,1.0,13.81020318,-2.968e-05,172.33533,-0.00175,0.791,-0.543,3.048,-0.0635,1309.7,1.33,833.0,113.75,46.2,1.0,5942.0,4.327,1.142,-0.222,281.96063,43.70311,15.425,4.56
K00911.01,CONFIRMED,CANDIDATE,1.0,4.093578461,-8.955e-06,171.00954,-0.00176,0.93,-0.667,2.5833,-0.063,538.6,0.8,1182.0,461.07,36.4,1.0,6077.0,4.471,0.999,-0.12,290.26328,44.55645,15.399,2.85
K00911.02,CONFIRMED,CANDIDATE,0.999,105.145959,-0.001997,178.367,-0.0112,0.964,-0.679,8.593,-0.446,685.4,0.96,401.0,6.09,15.4,2.0,6077.0,4.471,0.999,-0.12,290.26328,44.55645,15.399,3.43
K00912.01,CONFIRMED,CANDIDATE,1.0,10.8484518,-1.631e-05,171.80584,-0.00122,0.21,-0.21,2.9993,-0.0431,1675.6,0.44,499.0,14.66,64.5,1.0,4201.0,4.682,0.591,-0.109,295.57935,44.545959,15.058,2.34
K00912.02,CONFIRMED,CANDIDATE,1.0,6.66833241,-3.449e-05,137.43988,-0.00405,0.644,-0.445,1.915,-0.132,362.3,0.21,587.0,28.06,14.2,2.0,4201.0,4.682,0.591,-0.109,295.57935,44.545959,15.058,1.18
K00914.01,CANDIDATE,CANDIDATE,1.0,3.886655224,-7.822e-06,169.73814,-0.00155,0.649,-0.476,3.1646,-0.0604,581.6,0.36,1010.0,246.29,48.1,1.0,5662.0,4.61,0.738,-0.06,288.72665,44.60751,15.371,1.87
K00904.03,CONFIRMED,CANDIDATE,1.0,42.1406089,-0.0003143,139.0604,-0.00485,0.045,-0.045,5.083,-0.155,895.5,0.13,349.0,3.49,21.6,5.0,4500.0,4.656,0.646,-0.02,285.16833,44.026459,15.791,1.85
K00904.04,CONFIRMED,CANDIDATE,1.0,4.617490562,-9.45e-06,135.04909,-0.0017,0.649,-0.413,2.2618,-0.0477,575.8,0.11,728.0,66.47,28.1,2.0,4500.0,4.656,0.646,-0.02,285.16833,44.026459,15.791,1.62
K00904.05,CONFIRMED,CANDIDATE,0.996,10.19849255,-3.25e-05,137.92067,-0.00268,0.714,-0.473,2.4283,-0.0705,634.1,0.11,559.0,23.11,21.4,4.0,4500.0,4.656,0.646,-0.02,285.16833,44.026459,15.791,1.75
K00905.01,FALSE POSITIVE,FALSE POSITIVE,0.0,5.795063956,-5.032e-06,172.697467,-0.00069,0.949,-0.004,3.2496,-0.0513,1692.9,0.98,950.0,192.74,119.4,1.0,5865.0,4.563,0.827,-0.074,296.50754,44.036072,15.289,4.33
K00906.01,CONFIRMED,CANDIDATE,1.0,7.15681552,-1.201e-05,174.13511,-0.00133,0.45,-0.255,2.5882,-0.0463,867.0,0.1,782.0,88.23,47.7,1.0,5029.0,4.494,0.838,-0.066,289.59476,44.141949,15.46,2.47
K00906.02,CONFIRMED,CANDIDATE,1.0,17.64830851,-5.499e-05,133.54533,-0.00252,0.653,-0.444,2.0873,-0.0752,763.3,0.1,579.0,26.49,23.8,2.0,5029.0,4.494,0.838,-0.066,289.59476,44.141949,15.46,2.43
K00906.03,CONFIRMED,CANDIDATE,0.957,4.14810719,-3.053e-05,133.3881,-0.00558,0.093,-0.093,2.535,-0.183,175.2,0.04,938.0,182.76,12.9,3.0,5029.0,4.494,0.838,-0.066,289.59476,44.141949,15.46,1.08
K00907.01,CONFIRMED,CANDIDATE,1.0,16.51410989,-3.387e-05,176.11686,-0.00165,0.395,-0.395,4.1575,-0.0539,973.5,0.27,655.0,43.57,55.9,1.0,5527.0,4.488,0.866,-0.074,296.56622,44.105862,15.223,2.72
K00907.02,CONFIRMED,CANDIDATE,1.0,30.1329298,-0.0001013,190.38336,-0.00282,0.839,-0.594,5.172,-0.113,1015.8,0.32,536.0,19.55,44.8,2.0,5527.0,4.488,0.866,-0.074,296.56622,44.105862,15.223,3.14
K00907.03,CONFIRMED,CANDIDATE,1.0,4.79090809,-2.282e-05,136.31106,-0.00392,0.11,-0.11,2.603,-0.11,251.3,0.14,990.0,227.24,21.2,4.0,5527.0,4.488,0.866,-0.074,296.56622,44.105862,15.223,1.36
K00124.02,CONFIRMED,CANDIDATE,1.0,31.71981013,-6.31e-05,142.82083,-0.00164,0.125,-0.125,4.819,-0.0498,363.4,0.49,743.0,71.97,63.1,2.0,5869.0,4.024,1.626,-0.413,292.92914,48.60281,12.935,3.09
K00907.04,CONFIRMED,CANDIDATE,1.0,99.6415962,-0.0006637,198.68664,-0.00508,0.028,-0.028,4.448,-0.14,952.5,0.27,360.0,3.97,22.7,3.0,5527.0,4.488,0.866,-0.074,296.56622,44.105862,15.223,2.64
K00910.01,CONFIRMED,CANDIDATE,1.0,5.392026903,-6.664e-06,171.72707,-0.000963,0.314,-0.314,2.9804,-0.0352,1151.4,0.36,850.0,123.33,77.4,1.0,5198.0,4.589,0.801,-0.057,284.43051,44.48053,15.651,2.68
K00928.01,CANDIDATE,CANDIDATE,1.0,2.494170338,-1.264e-06,170.852848,-0.000426,0.095,-0.095,1.1221,-0.0175,863.7,0.24,1194.0,480.19,69.2,1.0,5569.0,4.566,0.829,-0.041,284.75943,45.599129,15.251,2.42
K00932.01,FALSE POSITIVE,FALSE POSITIVE,0.0,3.855599139,-4.003e-06,170.67957,-0.000863,0.864,-0.599,3.183,-0.0616,1030.9,1.0,1158.0,425.74,90.1,1.0,5936.0,4.501,0.965,-0.089,296.39542,45.56992,15.054,3.57
K00916.01,CONFIRMED,CANDIDATE,1.0,3.314947362,-1.705e-06,171.313058,-0.000418,0.799,-0.54,1.8007,-0.0284,1398.2,1.11,1155.0,421.03,123.5,1.0,5609.0,4.481,0.944,-0.089,293.45483,44.792789,15.142,3.94
K00917.01,FALSE POSITIVE,FALSE POSITIVE,0.0,6.71969089,-1.394e-05,173.35776,-0.00167,0.985,-0.029,3.0231,-0.0879,969.7,1.06,952.0,194.18,45.4,1.0,5931.0,4.479,0.866,-0.113,301.04956,44.706299,15.172,4.37
K00920.01,CONFIRMED,CANDIDATE,1.0,21.80451611,-4.733e-05,190.49737,-0.00171,0.751,-0.5,3.4097,-0.0714,1144.9,0.47,543.0,20.48,49.9,1.0,5481.0,4.629,0.708,-0.051,291.71732,44.88731,15.067,2.6
K00921.01,CONFIRMED,CANDIDATE,1.0,10.28194593,-1.884e-05,175.33988,-0.00144,0.168,-0.168,3.4366,-0.0541,1110.7,0.36,680.0,50.6,55.0,2.0,5196.0,4.593,0.775,-0.056,291.84198,44.858089,15.532,2.53
K00921.02,CONFIRMED,CANDIDATE,1.0,18.11993039,-3.701e-05,182.61535,-0.00164,0.206,-0.206,4.2309,-0.0581,1506.9,0.42,563.0,23.77,60.7,1.0,5196.0,4.593,0.775,-0.056,291.84198,44.858089,15.532,2.95
K00921.03,CONFIRMED,CANDIDATE,1.0,3.78402867,-1.076e-05,133.28133,-0.00236,0.691,-0.466,1.9012,-0.0678,426.1,0.25,949.0,191.78,25.6,3.0,5196.0,4.593,0.775,-0.056,291.84198,44.858089,15.532,1.7
K00922.01,CONFIRMED,CANDIDATE,1.0,5.15448142,-1.026e-05,171.6389,-0.00157,0.933,-0.686,3.228,-0.122,697.5,0.63,964.0,204.1,48.1,1.0,5431.0,4.457,0.884,-0.117,294.84689,45.034409,15.365,2.94
K00923.01,CONFIRMED,CANDIDATE,1.0,5.743469797,-7.276e-06,174.898924,-0.000999,0.001,-0.001,3.4412,-0.0357,1240.2,0.97,982.0,219.95,79.7,1.0,5897.0,4.531,0.891,-0.087,291.09235,45.115528,15.543,3.13
K00924.01,CANDIDATE,CANDIDATE,1.0,39.4759093,-0.0001317,173.31207,-0.0025,0.938,-0.647,2.968,-0.146,1012.6,1.31,577.0,26.13,26.6,1.0,6225.0,4.45,1.031,-0.111,291.20804,45.244389,15.229,4.06
K00926.01,CONFIRMED,CANDIDATE,1.0,3.166353562,-2.532e-06,170.966145,-0.000631,0.032,-0.032,3.3129,-0.0233,1473.4,1.22,1273.0,621.92,128.3,1.0,6007.0,4.47,0.998,-0.106,286.36011,45.414291,15.603,3.82
K00939.01,CONFIRMED,CANDIDATE,1.0,3.388012244,-9.49e-06,170.5336,-0.00228,0.433,-0.433,2.6849,-0.0719,280.1,0.33,1315.0,705.93,30.6,1.0,5553.0,4.221,1.25,-0.24,292.58044,46.097389,15.065,2.11
K00939.02,CONFIRMED,CANDIDATE,1.0,5.83909761,-2.022e-05,132.09261,-0.00291,0.341,-0.341,3.1915,-0.0899,273.6,0.33,1097.0,341.48,25.2,2.0,5553.0,4.221,1.25,-0.24,292.58044,46.097389,15.065,2.06
K00939.03,CONFIRMED,CANDIDATE,1.0,1.620467654,-5.924e-06,132.06388,-0.00328,0.271,-0.271,2.1888,-0.0995,159.6,0.24,1681.0,1893.42,22.7,3.0,5553.0,4.221,1.25,-0.24,292.58044,46.097389,15.065,1.57
K00939.04,CONFIRMED,CANDIDATE,1.0,10.6816951,-5.174e-05,131.55082,-0.00372,0.646,-0.425,3.605,-0.11,307.8,0.36,897.0,152.75,21.9,4.0,5553.0,4.221,1.25,-0.24,292.58044,46.097389,15.065,2.3
K00940.01,CONFIRMED,CANDIDATE,1.0,6.104849417,-2.711e-06,169.573477,-0.000326,0.041,-0.041,4.6912,-0.0143,2090.3,0.17,784.0,89.25,293.7,1.0,5085.0,4.584,0.712,-0.042,297.04562,46.027359,15.017,3.18
K00934.01,CONFIRMED,CANDIDATE,1.0,5.826657508,-6.434e-06,173.011411,-0.000925,0.033,-0.033,2.9183,-0.0321,1539.1,0.6,1013.0,248.57,81.1,1.0,5561.0,4.362,1.06,-0.127,288.1647,45.816509,15.843,4.09
K00934.02,CONFIRMED,CANDIDATE,0.998,12.41216347,-5.712e-05,142.54039,-0.00409,0.021,-0.021,3.739,-0.111,611.3,0.38,787.0,90.65,25.6,3.0,5561.0,4.362,1.06,-0.127,288.1647,45.816509,15.843,2.58
K00934.03,CONFIRMED,CANDIDATE,1.0,18.74649011,-8.763e-05,147.13074,-0.00376,0.508,-0.478,3.895,-0.127,796.8,0.45,686.0,52.38,26.7,2.0,5561.0,4.362,1.06,-0.127,288.1647,45.816509,15.843,3.05
K00935.03,CONFIRMED,CANDIDATE,0.973,87.6476068,-0.0004197,134.94222,-0.00405,0.147,-0.147,8.871,-0.128,1009.6,0.6,484.0,12.94,37.5,3.0,6035.0,4.22,1.257,-0.25,294.02301,45.853081,15.237,4.0
K00935.04,CANDIDATE,CANDIDATE,0.975,9.61731426,-3.35e-05,142.47479,-0.00284,0.331,-0.331,3.8692,-0.0772,234.0,0.29,1010.0,246.13,18.2,4.0,6035.0,4.22,1.257,-0.25,294.02301,45.853081,15.237,1.94
K00936.01,CONFIRMED,CANDIDATE,0.953,9.467821474,-6.129e-06,178.415842,-0.000517,0.081,-0.081,2.4327,-0.0221,2237.0,0.19,407.0,6.47,124.7,1.0,3582.0,4.807,0.458,-0.055,283.73203,45.958771,15.073,2.13
K00936.02,CONFIRMED,CANDIDATE,0.704,0.893040969,-4.61e-07,134.540342,-0.000418,0.009,-0.009,1.0981,-0.0159,741.7,0.1,893.0,151.14,87.8,2.0,3582.0,4.807,0.458,-0.055,283.73203,45.958771,15.073,1.24
K00937.01,CONFIRMED,CANDIDATE,1.0,20.83426731,-5.358e-05,176.58569,-0.0021,0.256,-0.256,4.0454,-0.0694,988.4,0.69,595.0,29.62,45.1,1.0,5537.0,4.549,0.88,-0.069,293.01828,45.914688,15.412,2.74
K00938.01,CONFIRMED,CANDIDATE,1.0,9.94602357,-2.07e-05,171.70192,-0.00165,0.035,-0.035,3.3862,-0.0557,994.5,0.44,807.0,100.34,51.0,1.0,5344.0,4.365,1.013,-0.141,296.06424,45.976841,15.596,3.12
K00938.02,CONFIRMED,CANDIDATE,0.998,1.04562195,-2.717e-06,133.91912,-0.00225,0.037,-0.037,1.8955,-0.0725,213.0,0.2,1710.0,2031.84,25.3,2.0,5344.0,4.365,1.013,-0.141,296.06424,45.976841,15.596,1.45
K00938.03,CONFIRMED,CANDIDATE,0.949,5.71462396,-3.25e-05,132.63866,-0.00432,0.503,-0.294,2.336,-0.124,297.8,0.24,971.0,210.16,16.7,3.0,5344.0,4.365,1.013,-0.141,296.06424,45.976841,15.596,1.78
K01102.02,CONFIRMED,CANDIDATE,1.0,8.14515981,-4.38e-05,140.56811,-0.00419,0.965,-0.521,5.073,-0.513,446.8,0.5,1050.0,287.91,32.2,2.0,5896.0,4.197,1.24,-0.251,290.41327,38.34375,14.925,3.43
K01102.04,CONFIRMED,CANDIDATE,0.999,4.24439049,-2.717e-05,137.06643,-0.00546,0.949,-0.711,3.282,-0.135,174.0,0.3,1305.0,686.99,15.1,5.0,5896.0,4.197,1.24,-0.251,290.41327,38.34375,14.925,2.07
K00150.02,CONFIRMED,CANDIDATE,1.0,28.5742692,-4.06e-05,143.8315,-0.00113,0.068,-0.068,4.9427,-0.0403,824.9,0.19,538.0,19.83,97.1,2.0,5551.0,4.508,0.812,-0.07,296.98102,43.209751,13.771,2.32
K01168.01,CANDIDATE,CANDIDATE,0.48376823014383996,856.672115,-0.009591,228.44988,-0.00727,0.1158,-0.1157,23.144,-0.287,858.1,1.94,242.0,0.81,39.2,1.2398837469260005,6449.0,4.232,1.309,-0.254,287.58679,47.600021,13.997,3.87
